From	Entry	Entry Name	Protein names	Gene Names	Organism	Reviewed
AT1G64280	P93002	NPR1_ARATH	Regulatory protein NPR1 (BTB/POZ domain-containing protein NPR1) (Non-inducible immunity protein 1) (Nim1) (Nonexpresser of PR genes 1) (Salicylic acid insensitive 1) (Sai1)	NPR1 NIM1 SAI1 At1g64280 F15H21.6	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G22070	Q39234	TGA3_ARATH	Transcription factor TGA3 (bZIP transcription factor 22) (AtbZIP22)	TGA3 BZIP22 At1g22070 F2E2.14	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G63440	Q9SH30	HMA5_ARATH	Probable copper-transporting ATPase HMA5 (EC 7.2.2.8) (Probable copper-transporting ATPase 3) (Protein HEAVY METAL ATPASE 5)	HMA5 At1g63440 F2K11.18	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G16280	O04425	FCA_ARATH	Flowering time control protein FCA	FCA At4g16280 dl4180c dl4181c dl4182c FCAALL.331	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G26080	P49597	P2C56_ARATH	Protein phosphatase 2C 56 (AtPP2C56) (EC 3.1.3.16) (Protein ABSCISIC ACID-INSENSITIVE 1) (Protein phosphatase 2C ABI1) (PP2C ABI1)	ABI1 At4g26080 F20B18.190	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G11410	P49598	P2C37_ARATH	Protein phosphatase 2C 37 (AtPP2C37) (EC 3.1.3.16) (Protein ABA-HYPERSENSITIVE GERMINATION 3) (Protein phosphatase 2C A) (PP2CA)	PP2CA AHG3 At3g11410 F24K9.8	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G09840	P54609	CD48A_ARATH	Cell division control protein 48 homolog A (AtCDC48a)	CDC48A CDC48 At3g09840 F8A24.11	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G32551	Q9FUY2	LEUNG_ARATH	Transcriptional corepressor LEUNIG (Protein ROTUNDA2)	LUG RON2 At4g32551 L23H3.30	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G27600	Q9ZNT0	VPS4_ARATH	Protein SUPPRESSOR OF K(+) TRANSPORT GROWTH DEFECT 1 (AtSKD1) (EC 3.6.4.6) (Protein VACUOLAR PROTEIN SORTING 4)	SKD1 VPS4 At2g27600 F10A12.27 F15K20	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G02840	O22315	SR34_ARATH	Serine/arginine-rich-splicing factor SR34 (At-SR34) (At-SRp34) (AtSR34) (Pre-mRNA-splicing factor SF2) (SR1 protein)	SR34 SF2 SR1 SRP34 At1g02840 F22D16.16 F22D16_30	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G33610	Q84JG2	SWI3B_ARATH	SWI/SNF complex subunit SWI3B (AtSWI3B) (Transcription regulatory protein SWI3B)	SWI3B CHB2 At2g33610 F4P9.38	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G21700	Q9XI07	SWI3C_ARATH	SWI/SNF complex subunit SWI3C (AtSWI3C) (Transcription regulatory protein SWI3C)	SWI3C CHB4 At1g21700 F8K7.13	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G23430	Q67Y93	KRP1_ARATH	Cyclin-dependent kinase inhibitor 1 (Inhibitor/interactor of CDK protein 1) (KIP-related protein 1)	KRP1 ICK1 At2g23430 F26B6.8	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G24270	O81223	CNBL4_ARATH	Calcineurin B-like protein 4 (Protein SALT OVERLY SENSITIVE 3)	CBL4 SOS3 At5g24270 MOP9.8	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G03190	Q8W4M7	ERCC2_ARATH	General transcription and DNA repair factor IIH helicase subunit XPD (TFIIH subunit XPD) (EC 5.6.2.3) (DNA 5'-3' helicase XPD) (ERCC2 homolog) (RAD3 homolog) (UV hypersensitive protein 6) (AtUVH6) (XPD homolog) (AtXPD)	XPD UVH6 At1g03190 F15K9.20	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G05055	Q9ZVN9	TF2H2_ARATH	General transcription factor IIH subunit 2 (AtGTF2H2) (TFIIH basal transcription factor complex p44 subunit) (Atp44)	GTF2H2 P44 At1g05055 T7A14.8	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G29160	P92958	KIN11_ARATH	SNF1-related protein kinase catalytic subunit alpha KIN11 (AKIN11) (EC 2.7.11.1) (AKIN alpha-1) (AKINalpha1) (SNF1-related kinase 1.2) (SnRK1.2)	KIN11 AKIN11 SNR1 SNRK1.2 At3g29160 MXE2.16	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G59940	Q9ZWS9	ARR3_ARATH	Two-component response regulator ARR3	ARR3 At1g59940 F23H11.25	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G15850	O50055	COL1_ARATH	Zinc finger protein CONSTANS-LIKE 1	COL1 At5g15850 F14F8_230	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G14250	Q8W575	CSN3_ARATH	COP9 signalosome complex subunit 3 (Signalosome subunit 3) (Protein FUSCA 11)	CSN3 FUS11 At5g14250 F18O22.40	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G42970	Q8L5U0	CSN4_ARATH	COP9 signalosome complex subunit 4 (AtS4) (Signalosome subunit 4) (Constitutive photomorphogenesis protein 8) (Protein FUSCA 4)	CSN4 COP8 FUS4 At5g42970 MBD2.17	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G14110	P43255	CSN8_ARATH	COP9 signalosome complex subunit 8 (CSN complex subunit 8) (Constitutive photomorphogenesis protein 9) (Protein FUSCA 7)	CSN8 COP9 FUS7 At4g14110 dl3095c	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G09020	Q944A6	SNF4_ARATH	Sucrose nonfermenting 4-like protein (SNF4) (CBS domain-containing protein CBSCBS3) (SNF1-related protein kinase regulatory subunit betagamma) (AKIN subunit betagamma) (AKINbetagamma)	SNF4 CBSCBS3 At1g09020 F7G19.11	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G23100	Q682V0	XRCC4_ARATH	DNA repair protein XRCC4	XRCC4 At3g23100 MXC7.14	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G01510	O23702	CTBP_ARATH	C-terminal binding protein AN (CtBP) (Protein ANGUSTIFOLIA) (Protein DETORQUEO)	AN DOQ At1g01510 F22L4.6	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G16770	P42736	RAP23_ARATH	Ethylene-responsive transcription factor RAP2-3 (Cadmium-induced protein AS30) (Ethylene response factor 72) (ERF72) (Ethylene-responsive element binding protein) (AtEBP) (Protein RELATED TO APETALA2 3) (Related to AP2 3)	RAP2-3 EBP ERF072 At3g16770 MGL6.1 MGL6.24	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G53720	Q6Q151	CYP59_ARATH	Peptidyl-prolyl cis-trans isomerase CYP59 (AtCYP59) (PPIase CYP59) (EC 5.2.1.8) (Cyclophilin-59)	CYP59 At1g53720 F22G10.24	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G23860	O81127	RSZ21_ARATH	Serine/arginine-rich splicing factor RSZ21 (RS-containing zinc finger protein 21) (At-RSZ21) (At-RSZp21) (AtRSZ21)	RSZ21 RSZP21 SRZ21 At1g23860 T23E23.2	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G09140	Q9XFR5	SR30_ARATH	Serine/arginine-rich splicing factor SR30 (At-SR30) (At-SRp30) (AtSR30) (SF2/ASF-like splicing modulator Srp30) (Serine-arginine rich RNA binding protein 30)	SR30 SRP30 At1g09140 T12M4.19	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G26300	P18064	GPA1_ARATH	Guanine nucleotide-binding protein alpha-1 subunit (GP-alpha-1)	GPA1 At2g26300 T1D16.6	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G66340	P49333	ETR1_ARATH	Ethylene receptor 1 (AtETR1) (EC 2.7.13.3) (Protein ETHYLENE RESPONSE 1) (Protein ETR1)	ETR1 At1g66340 T27F4.9	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G27040	Q9ZVD5	AGO4_ARATH	Protein argonaute 4 (AtAGO4) (Protein OVEREXPRESSOR OF CATIONIC PEROXIDASE 11)	AGO4 OCP11 At2g27040 T20P8.9	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G12810	Q7X9V2	PIE1_ARATH	Protein PHOTOPERIOD-INDEPENDENT EARLY FLOWERING 1 (EC 3.6.4.12) (Independent early flowering 1 protein) (Protein CHROMATIN REMODELING 13) (AtCHR13)	PIE1 CHR13 At3g12810 MBK21.19	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G33520	Q8LGE3	ARP6_ARATH	Actin-related protein 6 (Protein EARLY IN SHORT DAYS 1) (Protein SUPPRESSOR OF FRIGIDA 3)	ARP6 ESD1 SUF3 At3g33520 T4P3.8	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G21660	Q03250	RBG7_ARATH	Glycine-rich RNA-binding protein 7 (AtGR-RBP7) (AtRBG7) (Glycine-rich protein 7) (AtGRP7) (Protein COLD, CIRCADIAN RHYTHM, AND RNA BINDING 2) (Protein CCR2) (Small RNA binding protein 1) (AtSRBP1)	RBG7 CCR2 GR-RBP7 GRP7 SRBP1 At2g21660 F2G1.7	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G08590	Q681I0	ORTHL_ARATH	E3 ubiquitin-protein ligase ORTHRUS-LIKE 1 (ORTH-LIKE 1) (EC 2.3.2.27) (Protein VARIANT IN METHYLATION 6) (RING-type E3 ubiquitin transferase ORTHRUS-LIKE 1)	ORTHL ORL1 VIM6 At4g08590 T15F16.7 T3F12.10	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G08560	Q42374	SY111_ARATH	Syntaxin-related protein KNOLLE (Syntaxin-111) (AtSYP111)	KN SYP111 At1g08560 F22O13.4	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G35190	Q944A9	NPS11_ARATH	Novel plant SNARE 11 (AtNPSN11)	NPSN11 At2g35190 T4C15.14	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G26670	Q9SEL5	VTI12_ARATH	Vesicle transport v-SNARE 12 (AtVTI12) (Protein ZIG SUPPRESSOR 1) (Vesicle soluble NSF attachment protein receptor VTI1b) (AtVTI1b) (Vesicle transport v-SNARE protein VTI1b)	VTI12 VTI1B ZIP1 At1g26670 T24P13.5	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G75080	Q8S307	BZR1_ARATH	Protein BRASSINAZOLE-RESISTANT 1 (Protein BIN2 SUBSTRATE 2)	BZR1 BIS2 At1g75080 F9E10.7	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G22300	P48347	14310_ARATH	14-3-3-like protein GF14 epsilon (General regulatory factor 10)	GRF10 At1g22300 T16E15.8	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G33430	Q94F62	BAK1_ARATH	BRASSINOSTEROID INSENSITIVE 1-associated receptor kinase 1 (AtBAK1) (BRI1-associated receptor kinase 1) (EC 2.7.10.1) (EC 2.7.11.1) (Protein ELONGATED) (Somatic embryogenesis receptor kinase 3) (AtSERK3) (Somatic embryogenesis receptor-like kinase 3)	BAK1 ELG SERK3 At4g33430 F17M5.190	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G30400	Q9C8G9	AB1C_ARATH	ABC transporter C family member 1 (ABC transporter ABCC.1) (AtABCC1) (EC 7.6.2.2) (ATP-energized glutathione S-conjugate pump 1) (Glutathione S-conjugate-transporting ATPase 1) (Multidrug resistance-associated protein 1)	ABCC1 EST1 MRP1 At1g30400 T4K22.12	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G34660	Q42093	AB2C_ARATH	ABC transporter C family member 2 (ABC transporter ABCC.2) (AtABCC2) (EC 7.6.2.2) (ATP-energized glutathione S-conjugate pump 2) (Glutathione S-conjugate-transporting ATPase 2) (Multidrug resistance-associated protein 2)	ABCC2 EST4 MRP2 At2g34660 T29F13.13	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G08150	P46639	KNAT1_ARATH	Homeobox protein knotted-1-like 1 (Protein BREVIPEDICELLUS) (Protein KNAT1)	KNAT1 BP BP1 At4g08150 F9M13.2	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G23380	Q84JS6	KNAT6_ARATH	Homeobox protein knotted-1-like 6 (Protein KNAT6)	KNAT6 At1g23380 F26F24.25 F28C11.2	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G62360	Q38874	STM_ARATH	Homeobox protein SHOOT MERISTEMLESS	STM At1g62360 F2401.9	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G55490	P21240	CPNB1_ARATH	Chaperonin 60 subunit beta 1, chloroplastic (CPN-60 beta 1) (60 kDa chaperonin subunit beta 1) (RuBisCO large subunit-binding protein subunit beta, chloroplastic)	CPN60B1 Cpn60-B(3) LEN1 At1g55490 T5A14.11	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G04680	Q9SR06	CLP1_ARATH	Protein CLP1 homolog (CLP-like protein 3) (Protein CLP-SIMILAR PROTEIN 3)	CLPS3 At3g04680 F7O18.15	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G04885	Q0WPF2	PCFS4_ARATH	Polyadenylation and cleavage factor homolog 4	PCFS4 At4g04885 T4B21.1	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G11530	Q9LYD9	EMF1_ARATH	Protein EMBRYONIC FLOWER 1	EMF1 At5g11530 F15N18.120	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G14230	Q9LUM4	RAP22_ARATH	Ethylene-responsive transcription factor RAP2-2 (AtRAP2.2) (Protein RELATED TO APETALA2 2)	RAP2-2 ERF075 At3g14230 MLN21.1	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G46020	Q6EVK6	BRM_ARATH	ATP-dependent helicase BRM (EC 3.6.4.12) (Protein BRAHMA) (AtBRM) (Protein CHROMATIN REMODELING 2) (AtCHR2)	BRM CHR2 At2g46020 F4I18 T3F17.33	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G10450	P48349	14336_ARATH	14-3-3-like protein G-BOX factor 14 lambda (14-3-3-like protein GF14 lambda) (14-3-3lambda) (14-3-3-like protein AFT1) (14-3-3-like protein RCI2) (General regulatory factor 6)	GRF6 AFT1 RCI2 At5g10450 F12B17_200	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G09000	P42643	14331_ARATH	14-3-3-like protein GF14 chi (General regulatory factor 1)	GRF1 At4g09000 F23J3.30	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G04550	Q38830	IAA12_ARATH	Auxin-responsive protein IAA12 (Indoleacetic acid-induced protein 12) (Protein BODENLOS)	IAA12 BDL At1g04550 T1G11.20	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G19350	Q9LN63	BZR2_ARATH	Protein BRASSINAZOLE-RESISTANT 2 (Protein 107) (Protein BIN2 SUBSTRATE 1) (Protein BRI1-EMS-SUPPRESSOR 1)	BZR2 BES1 BIS1 At1g19350 F18O14_4	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G40950	O22208	BZP17_ARATH	bZIP transcription factor 17 (AtbZIP17)	BZIP17 At2g40950	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G56160	Q9SGU3	MYB72_ARATH	Transcription factor MYB72 (Myb-related protein 72) (AtMYB72)	MYB72 At1g56160 F14G9.22 T6H22.4	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G13980	Q42510	GNOM_ARATH	ARF guanine-nucleotide exchange factor GNOM (Pattern formation protein EMB30) (Protein EMBRYO DEFECTIVE 30) (Protein MIZU-KUSSEI2) (Protein VASCULAR NETWORK 7)	GN EMB30 GBF3 MIZ2 VAN7 At1g13980 F16A14.20 F7A19.7	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G24500	Q9LV58	MBF1C_ARATH	Multiprotein-bridging factor 1c	MBF1C At3g24500 MOB24.13	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G30360	O22932	CIPKB_ARATH	CBL-interacting serine/threonine-protein kinase 11 (EC 2.7.11.1) (SNF1-related kinase 3.22) (SOS2-like protein kinase PKS5) (SOS3-interacting protein 4)	CIPK11 PKS5 SIP4 SnRK3.22 At2g30360 T9D9.17	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G31380	Q9SID1	BBX25_ARATH	B-box zinc finger protein 25 (Protein SALT TOLERANCE HOMOLOG 1) (Salt tolerance-like protein)	BBX25 STH STH1 At2g31380 T28P16.13	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G17609	Q8W191	HYH_ARATH	Transcription factor HY5-like (HY5 homolog) (bZIP transcription factor 64) (AtbZIP64)	HYH BZIP64 At3g17609 MKP6.27	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G27100	Q9ZVD0	SRRT_ARATH	Serrate RNA effector molecule	SE At2g27100 T20P8.15	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G01040	Q9SP32	DCL1_ARATH	Endoribonuclease Dicer homolog 1 (EC 3.1.26.-) (Dicer-like protein 1) (AtDCL1) (Protein ABNORMAL SUSPENSOR 1) (Protein CARPEL FACTORY) (Protein SHORT INTEGUMENTS 1) (Protein SUSPENSOR 1)	DCL1 ASU1 CAF SIN1 SUS1 At1g01040 T25K16.4	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G09700	O04492	DRB1_ARATH	Double-stranded RNA-binding protein 1 (Protein HYPONASTIC LEAVES 1) (dsRNA-binding protein 1) (AtDRB1)	DRB1 HYL1 At1g09700 F21M12.9	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G55920	Q42588	SAT1_ARATH	Serine acetyltransferase 1, chloroplastic (AtSAT-1) (EC 2.3.1.30) (AtSERAT2;1) (SAT-p)	SAT1 SAT5 At1g55920 F14J16.18	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G07660	P59259	H4_ARATH	Histone H4	At1g07660 F24B9.25; At1g07820 F24B9.8; At2g28740 F8N16.2 T11P11.4; At3g45930 F16L2_140; At3g46320 F18L15.40; At3g53730 F5K20_30; At5g59690 MTH12.10; At5g59970 MMN10.22	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G23880	Q9LKF9	CPSF2_ARATH	Cleavage and polyadenylation specificity factor subunit 2 (Cleavage and polyadenylation specificity factor 100 kDa subunit) (AtCPSF100) (CPSF 100 kDa subunit) (Protein EMBRYO DEFECTIVE 1265) (Protein ENHANCED SILENCING PHENOTYPE 5)	CPSF100 EMB1265 ESP5 At5g23880 MRO11.8	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G30460	A9LNK9	CPSF_ARATH	30-kDa cleavage and polyadenylation specificity factor 30 (EC 3.1.21.-) (Protein OXIDATIVE STRESS TOLERANT 6) (Zinc finger CCCH domain-containing protein 11) (AtC3H11)	CPSF30 OXT6 At1g30460 F26G16.5 F26G16.6	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G59750	Q8L7G0	ARFA_ARATH	Auxin response factor 1	ARF1 At1g59750 F23H11.7	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G61010	Q9C952	CPSF3_ARATH	Cleavage and polyadenylation specificity factor subunit 3-I (EC 3.1.27.-) (Cleavage and polyadenylation specificity factor 73 kDa subunit I) (AtCPSF73-I) (CPSF 73 kDa subunit I)	CPSF73-I At1g61010 T7P1.15	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G01730	Q8GUU3	CPS3B_ARATH	Cleavage and polyadenylation specificity factor subunit 3-II (EC 3.1.27.-) (Cleavage and polyadenylation specificity factor 73 kDa subunit II) (AtCPSF73-II) (CPSF 73 kDa subunit II) (Protein EMBRYO SAC DEVELOPMENT ARREST 26)	CPSF73-II EDA26 FEG At2g01730 T8O11.10	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G39400	O22476	BRI1_ARATH	Protein BRASSINOSTEROID INSENSITIVE 1 (AtBRI1) (EC 2.7.10.1) (EC 2.7.11.1) (Brassinosteroid LRR receptor kinase)	BRI1 At4g39400 F23K16.30	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G75820	Q9SYQ8	CLV1_ARATH	Receptor protein kinase CLAVATA1 (EC 2.7.11.1)	CLV1 At1g75820 T4O12.5	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G01900	Q9ZST4	GLNB_ARATH	Nitrogen regulatory protein P-II homolog (Protein PII-like)	GLB1 GLNB1 At4g01900 T7B11.16	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G43160	Q67YI9	EPN2_ARATH	Clathrin interactor EPSIN 2 (EPSIN-related 2)	EPSIN2 EPSINR2 At2g43160/At2g43170 F14B2.10 F14B2.11	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G48760	Q9C744	AP3D_ARATH	AP-3 complex subunit delta (Adaptor-related protein complex 3 subunit delta) (Delta-adaptin) (At-d-Ad) (At-delta-Ad) (Protein-affected trafficking 4)	DELTA-ADR PAT4 At1g48760 F11I4.7	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G27180	P46864	KN14M_ARATH	Kinesin-like protein KIN-14M (AtKIN14c) (Kinesin-like protein KatB)	KIN14M ATK2 KATB At4g27180 T24A18.130	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G54670	P46875	KN14N_ARATH	Kinesin-like protein KIN-14N (AtKIN14d) (Kinesin-like protein KatC)	KIN14N ATK3 KATC At5g54670 K5F14.1 MRB17.18	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G52890	Q9C932	NAC19_ARATH	NAC domain-containing protein 19 (ANAC019) (Abscisic-acid-responsive NAC) (ANAC)	NAC019 ANAC At1g52890 F14G24.16	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G69600	Q9SEZ1	ZHD11_ARATH	Zinc-finger homeodomain protein 11 (AtZHD11) (Transcription factor HB29) (AtHB-29) (Zinc finger homeodomain transcription factor 1)	ZHD11 HB29 ZFHD1 At1g69600 F24J1.29	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G14920	Q9LQT8	GAI_ARATH	DELLA protein GAI (GRAS family protein 3) (AtGRAS-3) (Gibberellic acid-insensitive mutant protein) (Restoration of growth on ammonia protein 2)	GAI RGA2 At1g14920 F10B6.34	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G05120	Q9MAA7	GID1A_ARATH	Gibberellin receptor GID1A (EC 3.-.-.-) (AtCXE10) (Carboxylesterase 10) (GID1-like protein 1) (Protein GA INSENSITIVE DWARF 1A) (AtGID1A)	GID1A CXE10 GID1L1 At3g05120 T12H1.8	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G24850	Q84KJ5	CRYD_ARATH	Cryptochrome DASH, chloroplastic/mitochondrial (Cryptochrome-3)	CRYD CRY3 At5g24850 F6A4.60	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G19850	P93024	ARFE_ARATH	Auxin response factor 5 (Auxin-responsive protein IAA24) (Transcription factor MONOPTEROS)	ARF5 IAA24 MP At1g19850 F6F9.10	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G15540	O24409	IAA19_ARATH	Auxin-responsive protein IAA19 (Indoleacetic acid-induced protein 19) (Protein MASSUGU 2)	IAA19 MSG2 At3g15540 MJK13.20	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G20730	P93022	ARFG_ARATH	Auxin response factor 7 (Auxin-responsive protein IAA21/IAA23/IAA25) (Protein BIPOSTO) (Protein MASSUGU 1) (Protein NON-PHOTOTROPIC HYPOCOTYL 4) (Protein TRANSPORT INHIBITOR RESPONSE 5)	ARF7 BIP IAA21 IAA23 IAA25 MSG1 NPH4 TIR5 At5g20730 T1M15.130	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G13550	Q9LJD7	COP10_ARATH	Constitutive photomorphogenesis protein 10	COP10 At3g13550 MRP15.21	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G05420	Q9M0V3	DDB1A_ARATH	DNA damage-binding protein 1a (UV-damaged DNA-binding protein 1a) (DDB1a)	DDB1A At4g05420 C6L9.100	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G56860	Q9LES2	UBA2A_ARATH	UBP1-associated protein 2A (UBP1-interacting protein 2a)	UBA2A At3g56860 T8M16.190	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G02230	Q9SRT9	RGP1_ARATH	UDP-arabinopyranose mutase 1 (EC 5.4.99.30) (Reversibly glycosylated polypeptide 1) (AtRGP1) (UDP-L-arabinose mutase 1)	RGP1 At3g02230 F14P3.12	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G02090	Q42290	MPPB_ARATH	Probable mitochondrial-processing peptidase subunit beta, mitochondrial (EC 3.4.24.64) (Beta-MPP) (Complex III subunit I) (Core protein I) (Cytochrome b-c1 complex subunit 1, mitochondrial) (Ubiquinol-cytochrome c oxidoreductase core protein 1)	MPPbeta At3g02090 F1C9.12	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G16480	O04308	MPPA2_ARATH	Probable mitochondrial-processing peptidase subunit alpha-2, chloroplastic/mitochondrial (Alpha-MPP 2) (Complex III subunit II) (Core protein II) (Cytochrome b-c1 complex subunit 2-2, mitochondrial) (Inactive zinc metalloprotease alpha-2) (Ubiquinol-cytochrome c oxidoreductase core protein 2-2)	MPPalpha2 At3g16480 MDC8.11 T02O04.2	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G07727	P42792	CYB_ARATH	Cytochrome b (Complex III subunit 3) (Complex III subunit III) (Cytochrome b-c1 complex subunit 3) (Ubiquinol-cytochrome-c reductase complex cytochrome b subunit)	MT-CYB COB CYTB MTCYB AtMg00220; At2g07727	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G51980	Q9ZU25	MPPA1_ARATH	Probable mitochondrial-processing peptidase subunit alpha-1, mitochondrial (Alpha-MPP 1) (Complex III subunit II) (Core protein II) (Cytochrome b-c1 complex subunit 2-1, mitochondrial) (Inactive zinc metalloprotease alpha-1) (Ubiquinol-cytochrome c oxidoreductase core protein 2-1)	MPPalpha1 At1g51980 F5F19.4	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G16890	Q9LSQ2	PP239_ARATH	Putative pentatricopeptide repeat-containing protein At3g16890, mitochondrial (Protein PENTATRICOPEPTIDE REPEAT 40)	PPR40 At3g16890 K14A17.14	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G13560	Q9SIU0	MAO1_ARATH	NAD-dependent malic enzyme 1, mitochondrial (AtNAD-ME1) (NAD-malic enzyme 1) (EC 1.1.1.39)	NAD-ME1 At2g13560 T10F5.10	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G00570	Q8L7K9	MAO2_ARATH	NAD-dependent malic enzyme 2, mitochondrial (AtNAD-ME2) (NAD-malic enzyme 2) (EC 1.1.1.39)	NAD-ME2 At4g00570 F6N23.16	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G75850	F4I0P8	VP35B_ARATH	Vacuolar protein sorting-associated protein 35B (Vesicle protein sorting 35B)	VPS35B At1g75850 T4O12.9	Arabidopsis thaliana (Mouse-ear cress)	reviewed
